folder_name,sample,study,dataset_id,data_access_link,species,organism_ontology_term_id,assay,assay_ontology_term_id,tissue,tissue_ontology_term_id,sex,sex_ontology_term_id,age_num,age_unit,age_group,development_stage_ontology_term_id,disease_level1,disease_level2,disease_level3,disease_ontology_term_id_level1,disease_ontology_term_id_level2,disease_ontology_term_id_level3,self_reported_ethnicity_ontology_term_id,source,raw_on_farm,download_url,H&E_on_farm
Visium_HD_Mouse_Embryo,VisiumHD Mouse Embryo,"Visium HD Spatial Gene Expression Library, Mouse Embryo (FFPE)",,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-embryo,mus_musculus,NCBITaxon:10090,visium_hd,EFO:0010961,embryo,UBERON:0000922,male,PATO:0000384,15,day,fetal,MmusDv:0000032,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
Visium_HD_Mouse_Kidney,VisiumHD Mouse Kidney,"Visium HD Spatial Gene Expression Library, Mouse Kidney (FFPE)",,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-kidney,mus_musculus,NCBITaxon:10090,visium_hd,EFO:0010961,kidney,UBERON:0002113,male,PATO:0000384,8,week,young_adult,MmusDv:0000154,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
Visium_HD_Mouse_Lung_Fresh_Frozen,VisiumHD Mouse Lung Fresh Frozen,"Visium HD Spatial Gene Expression Library, Mouse Lung (Fresh Frozen)",,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-mouse-lung-fresh-frozen,mus_musculus,NCBITaxon:10090,visium_hd,EFO:0010961,lung,UBERON:0002048,male,PATO:0000384,8,week,young_adult,MmusDv:0000154,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
Visium_HD_Mouse_Small_Intestine,VisiumHD Mouse Small Intestine,"Visium HD Spatial Gene Expression Library, Mouse Small Intestine (FFPE)",,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-intestine,mus_musculus,NCBITaxon:10090,visium_hd,EFO:0010961,intestine,UBERON:0000160,male,PATO:0000384,8,week,young_adult,MmusDv:0000154,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
MERFISH_Mouse_Brain,MERFISH Mouse Brain,Yao_et_al_2023,0,https://github.com/AllenInstitute/abc_atlas_access/blob/main/descriptions/MERFISH-C57BL6J-638850.md,mus_musculus,NCBITaxon:10090,merfish,EFO:0008992,brain,UBERON:0000955,male,PATO:0000384,na,,na,unknown,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
STARmapPLUS_Mouse_Brain,STARmapPLUS Mouse Brain Mouse A,STARmap PLUS CNS Mouse Atlas,1,https://singlecell.broadinstitute.org/single_cell/ study/SCP1830; https://doi.org/10.5281/zenodo.8327576,mus_musculus,NCBITaxon:10090,starmap_plus,EFO:0030000,cns,UBERON:0001017,male,PATO:0000384,10,week,young_adult,MmusDv:0000156,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
STARmapPLUS_Mouse_Brain,STARmapPLUS Mouse Brain Mouse B,STARmap PLUS CNS Mouse Atlas,1,https://singlecell.broadinstitute.org/single_cell/ study/SCP1830; https://doi.org/10.5281/zenodo.8327576,mus_musculus,NCBITaxon:10090,starmap_plus,EFO:0030000,cns,UBERON:0001017,female,PATO:0000383,12,week,young_adult,MmusDv:0000158,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
STARmapPLUS_Mouse_Brain,STARmapPLUS Mouse Brain Mouse C,STARmap PLUS CNS Mouse Atlas,1,https://singlecell.broadinstitute.org/single_cell/ study/SCP1830; https://doi.org/10.5281/zenodo.8327576,mus_musculus,NCBITaxon:10090,starmap_plus,EFO:0030000,cns,UBERON:0001017,female,PATO:0000383,14,week,young_adult,MmusDv:0000160,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
SS2_Tangetal,Slide-seq Brain Cell Data ,Slide-seq Brain Cell Data ,13,https://docs.braincelldata.org/downloads/index.html,mus_musculus,NCBITaxon:10090,slideseqv2,EFO:0030062,brain,UBERON:0000955,na,unknown,,,,,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
STARmapPlus_Mouse_Zhuang,STARmapPLUS Mouse Zhuang,A molecularly defined and spatially resolved cell atlas of the whole mouse brain,70,https://doi.brainimagelibrary.org/doi/10.35077/act-bag,mus_musculus,NCBITaxon:10090,starmap_plus,EFO:0030000,brain,UBERON:0000955,male,PATO:0000384,8,week,young_adult,MmusDv:0000154,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
MERFISH_Mouse_Brain_Combined,MERFISH Mouse Brain Combined,Spatially Resolved Single-cell Translatomics at Molecular Resolution,71,https://singlecell.broadinstitute.org/single_cell/study/SCP1835/spatially-resolved-single-cell-translatomics-at-molecular-resolution#study-visualize,mus_musculus,NCBITaxon:10090,merfish,EFO:0008992,brain,UBERON:0000955,male,PATO:0000384,,,,,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
STARmapPlus_Mouse_Zeng_younger,STARmapPLUS Mouse Zeng younger,,72,,mus_musculus,NCBITaxon:10090,starmap_plus,EFO:0030000,brain,UBERON:0000955,male,PATO:0000384,8,,,,nervous_system_disorder,neurodegenerative_disease,alzheimer_disease,MONDO:0005071,MONDO:0005559,MONDO:0004975,unknown,,,,
STARmapPlus_Mouse_Zeng_young,STARmapPLUS Mouse Zeng ,,73,,mus_musculus,NCBITaxon:10090,starmap_plus,EFO:0030000,brain,UBERON:0000955,male,PATO:0000384,13,,,,,,,,,,,,,,
STARmap-ISS_sample_W11,STARMAP Human Placenta W11,Spatial multiomic landscape of the human placenta at molecular resolution,75,https://zenodo.org/records/10981713,homo_sapiens,NCBITaxon:9606,starmap,EFO:0030000,placenta,UBERON:0001987,male,PATO:0000384,11,week,fetal,HsapDv:0000198,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,,https://zenodo.org/records/10981713/files/STARmap-ISS_sample_W11_cell_metadata.csv?download=1|https://zenodo.org/records/10981713/files/STARmap-ISS_sample_W11_raw_expression.csv?download=1,
STARmap-ISS_sample_W7,STARMAP Human Placenta W7,Spatial multiomic landscape of the human placenta at molecular resolution,75,https://zenodo.org/records/10981713,homo_sapiens,NCBITaxon:9606,starmap,EFO:0030000,placenta,UBERON:0001987,female,PATO:0000383,7,week,embryonic,HsapDv:0000029,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,,https://zenodo.org/records/10981713/files/STARmap-ISS_sample_W7_cell_metadata.csv?download=1|https://zenodo.org/records/10981713/files/STARmap-ISS_sample_W7_raw_expression.csv?download=1,
STARmap-ISS_sample_W8-2,STARMAP Human Placenta W8-2,Spatial multiomic landscape of the human placenta at molecular resolution,75,https://zenodo.org/records/10981713,homo_sapiens,NCBITaxon:9606,starmap,EFO:0030000,placenta,UBERON:0001987,male,PATO:0000384,8,week,embryonic,HsapDv:0000030,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,,https://zenodo.org/records/10981713/files/STARmap-ISS_sample_W8-2_cell_metadata.csv?download=1|https://zenodo.org/records/10981713/files/STARmap-ISS_sample_W8-2_raw_expression.csv?download=1,
STARmap-ISS_sample_W9,STARMAP Human Placenta W9,Spatial multiomic landscape of the human placenta at molecular resolution,75,https://zenodo.org/records/10981713,homo_sapiens,NCBITaxon:9606,starmap,EFO:0030000,placenta,UBERON:0001987,female,PATO:0000383,9,week,fetal,HsapDv:0000197,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,,https://zenodo.org/records/10981713/files/STARmap-ISS_sample_W9_cell_metadata.csv?download=1|https://zenodo.org/records/10981713/files/STARmap-ISS_sample_W9_raw_expression.csv?download=1,
1837C,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
1837P,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
1886C,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
1886P,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
1893C,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
1893P,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
5730C,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
5730P,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
1264C,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,nervous_system_disorder,central_nervous_system_disorder,parkinson_disease,MONDO:0005071,MONDO:0002602,MONDO:0005180,unknown,offline,,,
1264P,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,nervous_system_disorder,central_nervous_system_disorder,parkinson_disease,MONDO:0005071,MONDO:0002602,MONDO:0005180,unknown,offline,,,
1310C,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,nervous_system_disorder,central_nervous_system_disorder,parkinson_disease,MONDO:0005071,MONDO:0002602,MONDO:0005180,unknown,offline,,,
1310P,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,nervous_system_disorder,central_nervous_system_disorder,parkinson_disease,MONDO:0005071,MONDO:0002602,MONDO:0005180,unknown,offline,,,
1816C,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,nervous_system_disorder,central_nervous_system_disorder,parkinson_disease,MONDO:0005071,MONDO:0002602,MONDO:0005180,unknown,offline,,,
1816P,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,nervous_system_disorder,central_nervous_system_disorder,parkinson_disease,MONDO:0005071,MONDO:0002602,MONDO:0005180,unknown,offline,,,
5331C,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,nervous_system_disorder,central_nervous_system_disorder,parkinson_disease,MONDO:0005071,MONDO:0002602,MONDO:0005180,unknown,offline,,,
5331P,Xenium Human Brain Caudate putamen,Mats & Sergio Xenium,76,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,nervous_system_disorder,central_nervous_system_disorder,parkinson_disease,MONDO:0005071,MONDO:0002602,MONDO:0005180,unknown,offline,,,
human_spinal_chord_active,Human_Multiple_schlerosis_spinal_chord,Mats & Sergio Xenium,1006,,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,spinal_cord,UBERON:0002240,na,unknown,,,middle_aged,,nervous_system_disorder,autoimmune_disorder_of_the_nervous_system,multiple_sclerosis,MONDO:0005071,MONDO:0002977,MONDO:0005301,,,,,
human_spinal_chord_inactive,Human_Multiple_schlerosis_spinal_chord,Mats & Sergio Xenium,1006,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,spinal_cord,UBERON:0002240,na,unknown,,,middle_aged,,nervous_system_disorder,autoimmune_disorder_of_the_nervous_system,multiple_sclerosis,MONDO:0005071,MONDO:0002977,MONDO:0005301,,,,,
realmouse_1,mouse_coronal_brain,Mats & Sergio Xenium,,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,,,,,,,,,,,
realmouse_2,mouse_coronal_brain,Mats & Sergio Xenium,,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,,,,,,,,,,,
realmouse_3,mouse_coronal_brain,Mats & Sergio Xenium,,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,,,,,,,,,,,
realmouse_4,mouse_coronal_brain,Mats & Sergio Xenium,,https://drive.google.com/drive/folders/1ThH8j3GLY6qT8uqlHsuxzXYbReu_7GTP,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,,,,,,,,,,,
breast_Xenium_no_exp_qc,Xenium TCR,Mats & Sergio Xenium,1003,,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,breast,,,,,,,,,,,,,,,,,,
NSCLC_healthy_lymph_node,Xenium TCR,Mats & Sergio Xenium,1004,,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,lymph node,UBERON:0000029,,,,,,,,,,,,,,,,,
NSCLC_PT,Xenium TCR,Mats & Sergio Xenium,1005,,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,,,,,,,,,,,,,,,,,,,
CM008_annotated,CARTANA Human Reproductive Tract Late Female 1,ISS CARTANA by Valentina,78,,homo_sapiens,NCBITaxon:9606,cartana,na,female_reproductive_system,UBERON:0000474,female,PATO:0000383,15,week,fetal,HsapDv:0000052,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
CM013_annotated,CARTANA Human Reproductive Tract Late Female 2,ISS CARTANA by Valentina,78,,homo_sapiens,NCBITaxon:9606,cartana,na,female_reproductive_system,UBERON:0000474,female,PATO:0000383,17,week,fetal,HsapDv:0000054,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
CM015_annotated,CARTANA Human Reproductive Tract Late Female 3,ISS CARTANA by Valentina,78,,homo_sapiens,NCBITaxon:9606,cartana,na,female_reproductive_system,UBERON:0000474,female,PATO:0000383,15,week,fetal,HsapDv:0000052,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
CM016_annotated,CARTANA Human Reproductive Tract Late Female 4,ISS CARTANA by Valentina,78,,homo_sapiens,NCBITaxon:9606,cartana,na,female_reproductive_system,UBERON:0000474,female,PATO:0000383,13,week,fetal,HsapDv:0000050,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
CM018_annotated,CARTANA Human Reproductive Tract Late Female 5,ISS CARTANA by Valentina,78,,homo_sapiens,NCBITaxon:9606,cartana,na,female_reproductive_system,UBERON:0000474,female,PATO:0000383,13,week,fetal,HsapDv:0000050,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
CM017_annotated,CARTANA Human Reproductive Tract Late Male 1,ISS CARTANA by Valentina,78,,homo_sapiens,NCBITaxon:9606,cartana,na,male_reproductive_system,UBERON:0000079,male,PATO:0000384,16,week,fetal,HsapDv:0000053,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
CM019_annotated,CARTANA Human Reproductive Tract Late Male 2,ISS CARTANA by Valentina,78,,homo_sapiens,NCBITaxon:9606,cartana,na,male_reproductive_system,UBERON:0000079,male,PATO:0000384,16,week,fetal,HsapDv:0000053,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
CM007_annotated,CARTANA Human Reproductive Tract Early 1,ISS CARTANA by Valentina,78,,homo_sapiens,NCBITaxon:9606,cartana,na,reproductive_system,UBERON:0000990,na,unknown,18,carnegie,fetal,HsapDv:0000025,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
CM009_annotated,CARTANA Human Reproductive Tract Early 2,ISS CARTANA by Valentina,78,,homo_sapiens,NCBITaxon:9606,cartana,na,reproductive_system,UBERON:0000990,na,unknown,19,carnegie,fetal,HsapDv:0000026,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
CM011_annotated,CARTANA Human Reproductive Tract Early 3,ISS CARTANA by Valentina,78,,homo_sapiens,NCBITaxon:9606,cartana,na,male_reproductive_system,UBERON:0000079,male,PATO:0000384,9,week,fetal,HsapDv:0000046,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
CM020_annotated,CARTANA Human Reproductive Tract Early 4,ISS CARTANA by Valentina,78,,homo_sapiens,NCBITaxon:9606,cartana,na,male_reproductive_system,UBERON:0000079,male,PATO:0000384,10,week,fetal,HsapDv:0000047,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
Xenium Human Skin (Lloyd),Xenium Human Skin,Beacon Data from Lloyd Steele,1000,,,,,,,,,,,,,,,,,,,,,,,,
Xenium Human Brain (Koen),Xenium Human Brain,GBM Data by Koen from Omer's Lab,1002,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Visium Mouse Brain 15,Visium Mouse Brain 15,,https://www.10xgenomics.com/datasets/multiomic-integration-neuroscience-application-note-visium-for-ffpe-plus-immunofluorescence-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,mus_musculus,NCBITaxon:10090,visium,EFO:0010961,brain,UBERON:0000955,,unknown,,,,MmusDv:0000110,alzheimers,,,MONDO:0004975,,MONDO:0004975,unknown,,,,
,Visium Human Brain 4,Visium Human Brain 4,,https://www.10xgenomics.com/datasets/human-glioblastoma-whole-transcriptome-analysis-1-standard-1-2-0,homo_sapiens,NCBITaxon:9606,visium,EFO:0010966,brain,UBERON:0000955,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0001657,,MONDO:0001657,unknown,,,,
,Visium Mouse Brain 17,Visium Mouse Brain 17,,https://www.10xgenomics.com/datasets/mouse-brain-section-coronal-1-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010967,brain,UBERON:0000955,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0001657,,MONDO:0001657,unknown,,,,
,Visium Human Brain 5,Visium Human Brain 5,,https://www.10xgenomics.com/datasets/human-brain-cancer-11-mm-capture-area-ffpe-2-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010968,brain,UBERON:0000955,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0001657,,MONDO:0001657,unknown,,,,
,Visium Human Brain 6,Visium Human Brain 6,,https://www.10xgenomics.com/datasets/gene-and-protein-expression-library-of-human-glioblastoma-cytassist-ffpe-2-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010969,brain,UBERON:0000955,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0001657,,MONDO:0001657,unknown,,,,
,Visium Human Breast 6,Visium Human Breast 6,,https://www.10xgenomics.com/datasets/invasive-ductal-carcinoma-stained-with-fluorescent-cd-3-antibody-1-standard-1-2-0,homo_sapiens,NCBITaxon:9606,visium,EFO:0010970,breast,UBERON:0000310,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0007254,,MONDO:0007254,unknown,,,,
,Visium Human Breast 7,Visium Human Breast 7,,https://www.10xgenomics.com/datasets/human-breast-cancer-ductal-carcinoma-in-situ-invasive-carcinoma-ffpe-1-standard-1-3-0,homo_sapiens,NCBITaxon:9606,visium,EFO:0010971,breast,UBERON:0000310,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0007254,,MONDO:0007254,unknown,,,,
,Visium Human Breast 8,Visium Human Breast 8,,https://www.10xgenomics.com/datasets/human-breast-cancer-visium-fresh-frozen-whole-transcriptome-1-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010972,breast,UBERON:0000310,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0007254,,MONDO:0007254,unknown,,,,
,Visium Human Breast 9,Visium Human Breast 9,,https://www.10xgenomics.com/datasets/fresh-frozen-visium-on-cytassist-human-breast-cancer-probe-based-whole-transcriptome-profiling-2-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010973,breast,UBERON:0000310,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0007254,,MONDO:0007254,unknown,,,,
,Visium Human Breast 10,Visium Human Breast 10,,https://www.10xgenomics.com/datasets/gene-and-protein-expression-library-of-human-breast-cancer-cytassist-ffpe-2-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010974,breast,UBERON:0000310,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0007254,,MONDO:0007254,unknown,,,,
,Visium Human Cervix 1,Visium Human Cervix 1,,https://www.10xgenomics.com/datasets/human-cervical-cancer-1-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010975,cervix,UBERON:0000002,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0002974,,MONDO:0002974,unknown,,,,
,Visium Human Colon 1,Visium Human Colon 1,,https://www.10xgenomics.com/datasets/human-colorectal-cancer-whole-transcriptome-analysis-1-standard-1-2-0,homo_sapiens,NCBITaxon:9606,visium,EFO:0010976,colon,UBERON:0001155,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0021063,,MONDO:0021063,unknown,,,,
,Visium Human Colon 2,Visium Human Colon 2,,https://www.10xgenomics.com/datasets/human-colorectal-cancer-11-mm-capture-area-ffpe-2-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010977,colon,UBERON:0001155,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0021063,,MONDO:0021063,unknown,,,,
,Visium Human Intestine 1,Visium Human Intestine 1,,https://www.10xgenomics.com/datasets/human-intestine-cancer-1-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010978,intestine,UBERON:0000160,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0005814,,MONDO:0005814,unknown,,,,
,Visium Human Kidney 1,Visium Human Kidney 1,,https://cellxgene.cziscience.com/collections/f7cecffa-00b4-4560-a29a-8ad626b8ee08,homo_sapiens,NCBITaxon:9606,visium,EFO:0010979,kidney,UBERON:0002113,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0002367,,MONDO:0002367,unknown,,,,
,Visium Human Lung 2,Visium Human Lung 2,,https://www.10xgenomics.com/datasets/human-lung-cancer-ffpe-2-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010980,lung,UBERON:0002048,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0008903,,MONDO:0008903,unknown,,,,
,Visium Human Ovary 1,Visium Human Ovary 1,,https://www.10xgenomics.com/datasets/human-ovarian-cancer-whole-transcriptome-analysis-stains-dapi-anti-pan-ck-anti-cd-45-1-standard-1-2-0,homo_sapiens,NCBITaxon:9606,visium,EFO:0010981,ovary,UBERON:0000992,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0008170,,MONDO:0008170,unknown,,,,
,Visium Human Ovary 2,Visium Human Ovary 2,,https://www.10xgenomics.com/datasets/human-ovarian-cancer-1-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010982,ovary,UBERON:0000992,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0008170,,MONDO:0008170,unknown,,,,
,Visium Human Ovary 3,Visium Human Ovary 3,,https://www.10xgenomics.com/datasets/human-ovarian-cancer-11-mm-capture-area-ffpe-2-standard,homo_sapiens,NCBITaxon:9606,visium,EFO:0010983,ovary,UBERON:0000992,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0008170,,MONDO:0008170,unknown,,,,
,Visium Human Prostate 1,Visium Human Prostate 1,,https://www.10xgenomics.com/datasets/human-prostate-cancer-adenocarcinoma-with-invasive-carcinoma-ffpe-1-standard-1-3-0,homo_sapiens,NCBITaxon:9606,visium,EFO:0010984,prostate,UBERON:0002367,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0008315,,MONDO:0008315,unknown,,,,
,Visium Human Prostate 3,Visium Human Prostate 3,,https://www.10xgenomics.com/datasets/human-prostate-cancer-adjacent-normal-section-with-if-staining-ffpe-1-standard-1-3-0,homo_sapiens,NCBITaxon:9606,visium,EFO:0010985,prostate,UBERON:0002367,,unknown,,,,HsapDv:0000258,cancer,,,MONDO:0008315,,MONDO:0008315,unknown,,,,
