folder_name,sample,study,dataset_id,data_access_link,species,organism_ontology_term_id,assay,assay_ontology_term_id,tissue,tissue_ontology_term_id,sex,sex_ontology_term_id,age_num,age_unit,age_group,development_stage_ontology_term_id,disease_level1,disease_level2,disease_level3,disease_ontology_term_id_level1,disease_ontology_term_id_level2,disease_ontology_term_id_level3,self_reported_ethnicity_ontology_term_id,source,raw_on_farm,download_url,H&E_on_farm
MERSCOPE_Human_Ovarian_Cancer_Patient2_Slice2,MERSCOPE Human Ovarian Cancer 2-2,MERSCOPE FFPE Human Immuno-Oncology Data Release,19,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,ovary,UBERON:0000992,female,PATO:0000383,,,,unknown,cancer,female_reproductive_organ_cancer,ovarian_cancer,MONDO:0004992,MONDO:0001416,MONDO:0008170,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Ovarian_Cancer_Patient2_Slice3,MERSCOPE Human Ovarian Cancer 2-3,MERSCOPE FFPE Human Immuno-Oncology Data Release,19,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,ovary,UBERON:0000992,female,PATO:0000383,,,,unknown,cancer,female_reproductive_organ_cancer,ovarian_cancer,MONDO:0004992,MONDO:0001416,MONDO:0008170,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Prostate_Cancer_Patient1,MERSCOPE Human Prostate Cancer 1,MERSCOPE FFPE Human Immuno-Oncology Data Release,20,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,prostate,UBERON:0002367,male,PATO:0000384,,,,unknown,cancer,male_reproductive_organ_cancer,prostate_cancer,MONDO:0004992,MONDO:0005836,MONDO:0008315,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Prostate_Cancer_Patient2,MERSCOPE Human Prostate Cancer 2,MERSCOPE FFPE Human Immuno-Oncology Data Release,20,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,prostate,UBERON:0002367,male,PATO:0000384,,,,unknown,cancer,male_reproductive_organ_cancer,prostate_cancer,MONDO:0004992,MONDO:0005836,MONDO:0008315,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Uterine_Cancer_Patient1,MERSCOPE Human Uterine Cancer 1,MERSCOPE FFPE Human Immuno-Oncology Data Release,21,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,uterus,UBERON:0000995,female,PATO:0000383,,,,unknown,cancer,female_reproductive_organ_cancer,uterine_cancer,MONDO:0004992,MONDO:0001416,MONDO:0002715,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Uterine_Cancer_Patient2_RACostain,MERSCOPE Human Uterine Cancer 2 RACostain,MERSCOPE Protein Co-detection Data Release Showcase,21,https://info.vizgen.com/protein-co-detection-showcase?submissionGuid=5fa89a33-4c40-4471-acd4-4791af6c4840,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,uterus,UBERON:0000995,female,PATO:0000383,,,,unknown,cancer,female_reproductive_organ_cancer,uterine_cancer,MONDO:0004992,MONDO:0001416,MONDO:0002715,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Uterine_Cancer_Patient2_ROCostain,MERSCOPE Human Uterine Cancer 2 ROCostain,MERSCOPE Protein Co-detection Data Release Showcase,21,https://info.vizgen.com/protein-co-detection-showcase?submissionGuid=5fa89a33-4c40-4471-acd4-4791af6c4840,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,uterus,UBERON:0000995,female,PATO:0000383,,,,unknown,cancer,female_reproductive_organ_cancer,uterine_cancer,MONDO:0004992,MONDO:0001416,MONDO:0002715,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERFISH_Human_Heart,MERFISH Human Heart,Farah_et_al_2024,22,https://datadryad.org/stash/dataset/doi:10.5061/dryad.w0vt4b8vp,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,heart,UBERON:0000948,na,unknown,,,,unknown,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
CosMx_Human_FFPE_FrontalCortex,CosMx Human Brain 1,Nanostring CosMx SMI Datasets,56,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/human-frontal-cortex-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,brain,UBERON:0000955,na,unknown,,,,HsapDv:0000258,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,,https://smi-public.objects.liquidweb.services/6k_release/flatFiles.zip,
CosMx_Human_FFPE_Liver_Cancer,CosMx Human Liver 2,Nanostring CosMx SMI Datasets,57,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/human-liver-rna-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,liver,UBERON:0002107,female,PATO:0000383,65,year,late_adult,HsapDv:0000159,cancer,liver_cancer,liver_cancer,MONDO:0004992,MONDO:0002691,MONDO:0002691,HANCESTRO:0005,offline,,,
CosMx_Human_FFPE_Liver_Normal,CosMx Human Liver 1,Nanostring CosMx SMI Datasets,57,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/human-liver-rna-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,liver,UBERON:0002107,male,PATO:0000384,35,year,young_adult,HsapDv:0000129,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,HANCESTRO:0005,offline,,,
CosMx_Human_FFPE_NSCLC_Lung5_Rep1,CosMx Human Lung NSCLC,Nanostring CosMx SMI Datasets,59,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/nsclc-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,lung,UBERON:0002048,na,unknown,,,late_adult,HsapDv:0000227,cancer,lung_cancer,nonsmall_cell_lung_carcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005233,HANCESTRO:0005,online,,https://nanostring-public-share.s3.us-west-2.amazonaws.com/SMI-Compressed/Lung5_Rep1/Lung5_Rep1+SMI+Flat+data.tar.gz,
CosMx_Human_FFPE_NSCLC_Lung5_Rep2,CosMx Human Lung NSCLC,Nanostring CosMx SMI Datasets,59,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/nsclc-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,lung,UBERON:0002048,na,unknown,,,late_adult,HsapDv:0000227,cancer,lung_cancer,nonsmall_cell_lung_carcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005233,HANCESTRO:0005,online,,https://nanostring-public-share.s3.us-west-2.amazonaws.com/SMI-Compressed/Lung5_Rep2/Lung5_Rep2+SMI+Flat+data.tar.gz,
CosMx_Human_FFPE_NSCLC_Lung5_Rep3,CosMx Human Lung NSCLC,Nanostring CosMx SMI Datasets,59,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/nsclc-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,lung,UBERON:0002048,na,unknown,,,late_adult,HsapDv:0000227,cancer,lung_cancer,nonsmall_cell_lung_carcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005233,HANCESTRO:0005,online,,https://nanostring-public-share.s3.us-west-2.amazonaws.com/SMI-Compressed/Lung5_Rep3/Lung5_Rep3+SMI+Flat+data.tar.gz,
CosMx_Human_FFPE_NSCLC_Lung6,CosMx Human Lung NSCLC,Nanostring CosMx SMI Datasets,59,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/nsclc-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,lung,UBERON:0002048,na,unknown,,,late_adult,HsapDv:0000227,cancer,lung_cancer,nonsmall_cell_lung_carcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005233,HANCESTRO:0005,online,,https://nanostring-public-share.s3.us-west-2.amazonaws.com/SMI-Compressed/Lung6/Lung6+SMI+Flat+data.tar.gz,
CosMx_Human_FFPE_NSCLC_Lung9_Rep1,CosMx Human Lung NSCLC,Nanostring CosMx SMI Datasets,59,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/nsclc-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,lung,UBERON:0002048,na,unknown,,,late_adult,HsapDv:0000227,cancer,lung_cancer,nonsmall_cell_lung_carcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005233,HANCESTRO:0005,online,,https://nanostring-public-share.s3.us-west-2.amazonaws.com/SMI-Compressed/Lung9_Rep1/Lung9_Rep1+SMI+Flat+data.tar.gz,
CosMx_Human_FFPE_NSCLC_Lung9_Rep2,CosMx Human Lung NSCLC,Nanostring CosMx SMI Datasets,59,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/nsclc-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,lung,UBERON:0002048,na,unknown,,,late_adult,HsapDv:0000227,cancer,lung_cancer,nonsmall_cell_lung_carcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005233,HANCESTRO:0005,online,,https://nanostring-public-share.s3.us-west-2.amazonaws.com/SMI-Compressed/Lung9_Rep2/Lung9_Rep2+SMI+Flat+data.tar.gz,
CosMx_Human_FFPE_NSCLC_Lung12,CosMx Human Lung NSCLC,Nanostring CosMx SMI Datasets,59,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/nsclc-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,lung,UBERON:0002048,na,unknown,,,late_adult,HsapDv:0000227,cancer,lung_cancer,nonsmall_cell_lung_carcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005233,HANCESTRO:0005,online,,https://nanostring-public-share.s3.us-west-2.amazonaws.com/SMI-Compressed/Lung12/Lung12+SMI+Flat+data.tar.gz,
CosMx_Human_FFPE_NSCLC_Lung13,CosMx Human Lung NSCLC,Nanostring CosMx SMI Datasets,59,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/nsclc-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,lung,UBERON:0002048,na,unknown,,,late_adult,HsapDv:0000227,cancer,lung_cancer,nonsmall_cell_lung_carcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005233,HANCESTRO:0005,online,,https://nanostring-public-share.s3.us-west-2.amazonaws.com/SMI-Compressed/Lung13/Lung13+SMI+Flat+data.tar.gz,
CosMx_Human_FFPE_Pancreas,CosMx Human Pancreas,Nanostring CosMx SMI Datasets,60,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/cosmx-smi-human-pancreas-ffpe-dataset/,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,pancreas,UBERON:0001264,na,unknown,,,,HsapDv:0000258,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,directories,,https://smi-public.objects.liquidweb.services/cosmx-wtx/Pancreas-CosMx-WTx-FlatFiles.zip,
GSM7473682,CosMx Human Colon IBD Colonic Mucosa 1 - HC a_non-IBD colon,IBD CosMx NanoString data from colonic mucosa - Garrido-Trigo23,61,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234713,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,colon,UBERON:0001155,female,PATO:0000383,59,year,middle-aged,HsapDv:0000153,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,directories,,https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7473nnn/GSM7473682/suppl/GSM7473682%5FHCa.tar.gz,
GSM7473683,CosMx Human Colon IBD Colonic Mucosa 2 - HC b_non-IBD colon,IBD CosMx NanoString data from colonic mucosa - Garrido-Trigo23,61,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234713,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,colon,UBERON:0001155,female,PATO:0000383,61,year,late_adult,HsapDv:0000155,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,directories,,https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7473nnn/GSM7473683/suppl/GSM7473683%5FHCb.tar.gz,
GSM7473684,CosMx Human Colon IBD Colonic Mucosa 3 - HC c_non-IBD colon,IBD CosMx NanoString data from colonic mucosa - Garrido-Trigo23,61,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234713,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,colon,UBERON:0001155,male,PATO:0000384,69,year,late_adult,HsapDv:0000163,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,directories,,https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7473nnn/GSM7473684/suppl/GSM7473684%5FHCc.tar.gz,
GSM7473685,CosMx Human Colon IBD Colonic Mucosa 4 - UC a_UC colon,IBD CosMx NanoString data from colonic mucosa - Garrido-Trigo23,61,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234713,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,colon,UBERON:0001155,male,PATO:0000384,69,year,late_adult,HsapDv:0000163,digestive_system_disorder,gastroenteritis,ulcerative_colitis,MONDO:0004335,MONDO:0002269,MONDO:0005101,unknown,directories,,https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7473nnn/GSM7473685/suppl/GSM7473685%5FUCa.tar.gz,
GSM7473686,CosMx Human Colon IBD Colonic Mucosa 5 - UC b_UC colon,IBD CosMx NanoString data from colonic mucosa - Garrido-Trigo23,61,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234713,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,colon,UBERON:0001155,female,PATO:0000383,44,year,middle-aged,HsapDv:0000138,digestive_system_disorder,gastroenteritis,ulcerative_colitis,MONDO:0004335,MONDO:0002269,MONDO:0005101,unknown,directories,,https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7473nnn/GSM7473686/suppl/GSM7473686%5FUCb.tar.gz,
GSM7473687,CosMx Human Colon IBD Colonic Mucosa 6 - UC c_UC colon,IBD CosMx NanoString data from colonic mucosa - Garrido-Trigo23,61,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234713,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,colon,UBERON:0001155,male,PATO:0000384,40,year,middle-aged,HsapDv:0000134,digestive_system_disorder,gastroenteritis,ulcerative_colitis,MONDO:0004335,MONDO:0002269,MONDO:0005101,unknown,directories,,https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7473nnn/GSM7473687/suppl/GSM7473687%5FUCc.tar.gz,
GSM7473688,CosMx Human Colon IBD Colonic Mucosa 7 - CD a_CD colon,IBD CosMx NanoString data from colonic mucosa - Garrido-Trigo23,61,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234713,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,colon,UBERON:0001155,male,PATO:0000384,45,year,middle-aged,HsapDv:0000139,digestive_system_disorder,inflammatory_bowel_disease,crohn_disease,MONDO:0004335,MONDO:0005265,MONDO:0005011,unknown,directories,,https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7473nnn/GSM7473688/suppl/GSM7473688%5FCDa.tar.gz,
GSM7473689,CosMx Human Colon IBD Colonic Mucosa 8 - CD b_CD colon,IBD CosMx NanoString data from colonic mucosa - Garrido-Trigo23,61,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234713,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,colon,UBERON:0001155,female,PATO:0000383,42,year,middle-aged,HsapDv:0000136,digestive_system_disorder,inflammatory_bowel_disease,crohn_disease,MONDO:0004335,MONDO:0005265,MONDO:0005011,unknown,directories,,https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7473nnn/GSM7473689/suppl/GSM7473689%5FCDb.tar.gz,
GSM7473690,CosMx Human Colon IBD Colonic Mucosa 9 - CD c_CD colon,IBD CosMx NanoString data from colonic mucosa - Garrido-Trigo23,61,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234713,homo_sapiens,NCBITaxon:9606,cosmx,EFO:0030029,colon,UBERON:0001155,female,PATO:0000383,38,year,young_adult,HsapDv:0000132,digestive_system_disorder,inflammatory_bowel_disease,crohn_disease,MONDO:0004335,MONDO:0005265,MONDO:0005011,unknown,directories,,https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7473nnn/GSM7473690/suppl/GSM7473690%5FCDc.tar.gz,
Xenium_V1_Human_Colon_Cancer_P1_CRC_Add_on_FFPE,Xenium Human Colon Cancer - Sample P1 CRC,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,55,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,colon,UBERON:0001155,female,PATO:0000383,72,year,late_adult,HsapDv:0000166,cancer,colorectal_cancer,colorectal_cancer,MONDO:0004992,MONDO:0005575,MONDO:0005575,unknown,directories,,,
Xenium_V1_Human_Colon_Cancer_P2_CRC_Add_on_FFPE,Xenium Human Colon Cancer - Sample P2 CRC,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,55,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,colon,UBERON:0001155,male,PATO:0000384,60,year,late_adult,HsapDv:0000154,cancer,colorectal_cancer,colorectal_cancer,MONDO:0004992,MONDO:0005575,MONDO:0005575,unknown,directories,,,
Xenium_V1_Human_Colon_Cancer_P5_CRC_Add_on_FFPE,Xenium Human Colon Cancer - Sample P5 CRC,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,55,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,colon,UBERON:0001155,female,PATO:0000383,58,year,middle-aged,HsapDv:0000152,cancer,colorectal_cancer,colorectal_cancer,MONDO:0004992,MONDO:0005575,MONDO:0005575,unknown,directories,,,
Burn_Scar_MU_Interface_Section,Xenium Human Skin Burn Scar Marjolin's Ulcer,Spatial and Single-Cell Transcriptomics Reveal that Oncofetal Reprogramming of Fibroblasts Is Associated with Malignant Degeneration of Burn Scar,62,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7990295,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,skin,UBERON:0002097,na,unknown,,,,unknown,cancer,skin_cancer,skin_squamous_cell_carcinoma,MONDO:0004992,MONDO:0002898,MONDO:0002529,unknown,online,,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7990295&format=file&file=GSM7990295%5Foutput%2DXETG00116%5F0005441%5Fmu%5F20231219%5F234011%2Etar%2Egz,
63_region_0,MERFISH Human Liver 1,Intratumoral dendritic cell-CD4+ T helper cell niches enable CD8+ T cell differentiation  following PD-1 blockade in hepatocellular carcinoma,63,https://zenodo.org/records/7758080,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,male,PATO:0000384,63,year,late_adult,HsapDv:0000157,cancer,liver_cancer,hepatocellular_carcinoma,MONDO:0004992,MONDO:0002691,MONDO:0007256,HANCESTRO:0005,online,,https://zenodo.org/records/7758080/files/63_region_0_cell_by_gene.csv?download=1|https://zenodo.org/records/7758080/files/63_region_0_cell_metadata.csv?download=1,
122_region_0,MERFISH Human Liver 2,Intratumoral dendritic cell-CD4+ T helper cell niches enable CD8+ T cell differentiation  following PD-1 blockade in hepatocellular carcinoma,63,https://zenodo.org/records/7758080,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,na,unknown,,,,unknown,cancer,liver_cancer,hepatocellular_carcinoma,MONDO:0004992,MONDO:0002691,MONDO:0007256,unknown,online,,https://zenodo.org/records/7758080/files/122_region_0_cell_by_gene.csv?download=1|https://zenodo.org/records/7758080/files/122_region_0_cell_metadata.csv?download=1,
122_region_1,MERFISH Human Liver 3,Intratumoral dendritic cell-CD4+ T helper cell niches enable CD8+ T cell differentiation  following PD-1 blockade in hepatocellular carcinoma,63,https://zenodo.org/records/7758080,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,na,unknown,,,,unknown,cancer,liver_cancer,hepatocellular_carcinoma,MONDO:0004992,MONDO:0002691,MONDO:0007256,unknown,online,,https://zenodo.org/records/7758080/files/122_region_1_cell_by_gene.csv?download=1|https://zenodo.org/records/7758080/files/122_region_1_cell_metadata.csv?download=1,
1003_region_0,MERFISH Human Liver 4,Intratumoral dendritic cell-CD4+ T helper cell niches enable CD8+ T cell differentiation  following PD-1 blockade in hepatocellular carcinoma,63,https://zenodo.org/records/7758080,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,male,PATO:0000384,45,year,middle-aged,HsapDv:0000139,cancer,liver_cancer,hepatocellular_carcinoma,MONDO:0004992,MONDO:0002691,MONDO:0007256,HANCESTRO:0014,online,,https://zenodo.org/records/7758080/files/1003_region_0_cell_by_gene.csv?download=1|https://zenodo.org/records/7758080/files/1003_region_0_cell_metadata.csv?download=1,
1012_region_0,MERFISH Human Liver 5,Intratumoral dendritic cell-CD4+ T helper cell niches enable CD8+ T cell differentiation  following PD-1 blockade in hepatocellular carcinoma,63,https://zenodo.org/records/7758080,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,male,PATO:0000384,49,year,middle-aged,HsapDv:0000143,cancer,liver_cancer,hepatocellular_carcinoma,MONDO:0004992,MONDO:0002691,MONDO:0007256,HANCESTRO:0008,online,,https://zenodo.org/records/7758080/files/1012_region_0_cell_by_gene.csv?download=1|https://zenodo.org/records/7758080/files/1012_region_0_cell_metadata.csv?download=1,
1012_region_1,MERFISH Human Liver 6,Intratumoral dendritic cell-CD4+ T helper cell niches enable CD8+ T cell differentiation  following PD-1 blockade in hepatocellular carcinoma,63,https://zenodo.org/records/7758080,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,male,PATO:0000384,49,year,middle-aged,HsapDv:0000143,cancer,liver_cancer,hepatocellular_carcinoma,MONDO:0004992,MONDO:0002691,MONDO:0007256,HANCESTRO:0008,online,,https://zenodo.org/records/7758080/files/1012_region_1_cell_by_gene.csv?download=1|https://zenodo.org/records/7758080/files/1012_region_1_cell_metadata.csv?download=1,
1014_region_0,MERFISH Human Liver 7,Intratumoral dendritic cell-CD4+ T helper cell niches enable CD8+ T cell differentiation  following PD-1 blockade in hepatocellular carcinoma,63,https://zenodo.org/records/7758080,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,male,PATO:0000384,82,year,late_adult,HsapDv:0000208,cancer,liver_cancer,hepatocellular_carcinoma,MONDO:0004992,MONDO:0002691,MONDO:0007256,HANCESTRO:0008,online,,https://zenodo.org/records/7758080/files/1014_region_0_cell_by_gene.csv?download=1|https://zenodo.org/records/7758080/files/1014_region_0_cell_metadata.csv?download=1,
1014_region_1,MERFISH Human Liver 8,Intratumoral dendritic cell-CD4+ T helper cell niches enable CD8+ T cell differentiation  following PD-1 blockade in hepatocellular carcinoma,63,https://zenodo.org/records/7758080,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,male,PATO:0000384,82,year,late_adult,HsapDv:0000208,cancer,liver_cancer,hepatocellular_carcinoma,MONDO:0004992,MONDO:0002691,MONDO:0007256,HANCESTRO:0008,online,,https://zenodo.org/records/7758080/files/1014_region_1_cell_by_gene.csv?download=1|https://zenodo.org/records/7758080/files/1014_region_1_cell_metadata.csv?download=1,
1017_region_0,MERFISH Human Liver 9,Intratumoral dendritic cell-CD4+ T helper cell niches enable CD8+ T cell differentiation  following PD-1 blockade in hepatocellular carcinoma,63,https://zenodo.org/records/7758080,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,male,PATO:0000384,71,year,late_adult,HsapDv:0000165,cancer,liver_cancer,hepatocellular_carcinoma,MONDO:0004992,MONDO:0002691,MONDO:0007256,HANCESTRO:0008,online,,https://zenodo.org/records/7758080/files/1017_region_0_cell_by_gene.csv?download=1|https://zenodo.org/records/7758080/files/1017_region_0_cell_metadata.csv?download=1,
1029_region_0,MERFISH Human Liver 10,Intratumoral dendritic cell-CD4+ T helper cell niches enable CD8+ T cell differentiation  following PD-1 blockade in hepatocellular carcinoma,63,https://zenodo.org/records/7758080,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,male,PATO:0000384,68,year,late_adult,HsapDv:0000162,cancer,liver_cancer,hepatocellular_carcinoma,MONDO:0004992,MONDO:0002691,MONDO:0007256,HANCESTRO:0008,online,,https://zenodo.org/records/7758080/files/1029_region_0_cell_by_gene.csv?download=1|https://zenodo.org/records/7758080/files/1029_region_0_cell_metadata.csv?download=1,
Visium_HD_Human_Breast_Cancer_Fixed_Frozen,Visium HD Human Breast Cancer Fixed Frozen,"Visium HD Spatial Gene Expression Library, Human Breast Cancer (Fixed Frozen)",64,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-breast-cancer-fixed-frozen,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,breast,UBERON:0000310,female,PATO:0000383,76,year,late_adult,HsapDv:0000170,cancer,breast_cancer,invasive_ductal_breast_carcinoma,MONDO:0004992,MONDO:0007254,MONDO:0004953,unknown,,,,
