dataset_id,hubmap_id,tissue,layout,bytes,files,sprm_derivative,skip_reason
hubmap_hbm979_kdpm_382_mibi_uterus_protein,HBM979.KDPM.382,Uterus,lab_submission,577184892,9,HBM837.PJNH.875,
hubmap_hbm982_wkhj_983_mibi_uterus_protein,HBM982.WKHJ.983,Uterus,lab_submission,577188377,9,HBM865.NPPQ.438,
hubmap_hbm992_wlfd_899_mibi_uterus_protein,HBM992.WLFD.899,Uterus,lab_submission,577188380,9,,
hubmap_hbm994_pdjn_987_mibi_uterus_protein,HBM994.PDJN.987,Uterus,lab_submission,577184895,9,HBM482.TCWK.632,
hubmap_hbm996_gkxh_482_mibi_uterus_protein,HBM996.GKXH.482,Uterus,lab_submission,577184898,9,HBM834.MXGK.699,
hubmap_hbm997_frkv_293_mibi_uterus_protein,HBM997.FRKV.293,Uterus,lab_submission,577183183,9,HBM897.DHXK.526,
hubmap_hbm999_mjzx_394_mibi_uterus_protein,HBM999.MJZX.394,Uterus,lab_submission,577184901,9,HBM725.PQBF.973,
hubmap_hbm223_wrtc_433_unspecified_uterus_na,HBM223.WRTC.433,Uterus,sprm_derivative,992774764,121,,"HuBMAP DeepCell + SPRM re-processing of HBM456.XQLG.678; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm225_kjqb_487_unspecified_uterus_na,HBM225.KJQB.487,Uterus,sprm_derivative,844229205,121,,"HuBMAP DeepCell + SPRM re-processing of HBM255.FCJD.432; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm229_ctrd_753_unspecified_uterus_na,HBM229.CTRD.753,Uterus,sprm_derivative,966757440,121,,"HuBMAP DeepCell + SPRM re-processing of HBM665.ZMNL.735; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm232_qfxq_736_unspecified_uterus_na,HBM232.QFXQ.736,Uterus,sprm_derivative,797249703,121,,"HuBMAP DeepCell + SPRM re-processing of HBM549.JNKH.249; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm233_zxrv_849_unspecified_uterus_na,HBM233.ZXRV.849,Uterus,sprm_derivative,854893094,121,,"HuBMAP DeepCell + SPRM re-processing of HBM352.ZMMK.237; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm235_lkxn_596_mibi_bone_marrow_protein,HBM235.LKXN.596,Bone Marrow,image_only,381341316,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm236_vkzm_892_unspecified_uterus_na,HBM236.VKZM.892,Uterus,sprm_derivative,844292998,121,,"HuBMAP DeepCell + SPRM re-processing of HBM534.CDWW.587; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm236_xkvd_576_unspecified_uterus_na,HBM236.XKVD.576,Uterus,sprm_derivative,907230352,121,,"HuBMAP DeepCell + SPRM re-processing of HBM642.BQBQ.999; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm244_szpv_865_mibi_bone_marrow_protein,HBM244.SZPV.865,Bone Marrow,image_only,786979540,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm246_nqwm_888_mibi_bone_marrow_protein,HBM246.NQWM.888,Bone Marrow,image_only,1281879569,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm247_wfvb_442_mibi_bone_marrow_protein,HBM247.WFVB.442,Bone Marrow,image_only,321037734,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm248_hjbb_845_unspecified_uterus_na,HBM248.HJBB.845,Uterus,sprm_derivative,958781002,121,,"HuBMAP DeepCell + SPRM re-processing of HBM773.PVXD.869; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm252_pslx_399_unspecified_uterus_na,HBM252.PSLX.399,Uterus,sprm_derivative,1125293150,121,,"HuBMAP DeepCell + SPRM re-processing of HBM972.FWFL.332; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm254_wnrf_534_unspecified_uterus_na,HBM254.WNRF.534,Uterus,sprm_derivative,863586146,121,,"HuBMAP DeepCell + SPRM re-processing of HBM883.PBZB.248; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm259_sgmm_647_unspecified_uterus_na,HBM259.SGMM.647,Uterus,sprm_derivative,938411216,120,,"HuBMAP DeepCell + SPRM re-processing of HBM546.NPGH.532; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm262_fkkm_985_unspecified_uterus_na,HBM262.FKKM.985,Uterus,sprm_derivative,1052717723,121,,"HuBMAP DeepCell + SPRM re-processing of HBM562.BDQQ.934; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
